Frequency - Plot 0	Amplitude - Plot 0	
1	9.8074	
1.25	9.8074	
1.5	10.9749	
1.75	10.7268	
2	10.7268	
2.25	10.7268	
2.5	10.7268	
2.75	10.4148	
3	10.4801	
3.25	10.4801	
3.5	10.5324	
3.75	10.9222	
4	10.9222	
4.25	11.1173	
4.5	11.3556	
4.75	11.382	
5	11.382	
5.25	11.382	
5.5	11.3732	
5.75	11.3732	
6	11.4214	
6.25	11.362	
6.5	11.2198	
6.75	11.5832	
7	11.6616	
7.25	11.6616	
7.5	11.9259	
7.75	11.9259	
8	11.7646	
8.25	11.803	
8.5	11.8644	
8.75	11.9093	
9	11.9594	
9.25	11.9594	
9.5	11.9752	
9.75	12.0578	
10	12.0836	
10.25	12.0744	
10.5	12.0744	
10.75	12.1	
11	12.1643	
11.25	12.52	
11.5	12.5266	
11.75	12.4484	
12	12.3118	
12.25	12.3025	
12.5	12.3589	
12.75	12.3077	
13	12.0821	
13.25	12.0821	
13.5	12.0821	
13.75	12.0821	
14	12.9321	
14.25	12.885	
14.5	12.885	
14.75	12.885	
15	12.9963	
15.25	13.1956	
15.5	13.3587	
15.75	13.1497	
16	13.1497	
16.25	13.1282	
16.5	12.9741	
16.75	13.6766	
17	13.8453	
17.25	13.6028	
17.5	13.5349	
17.75	13.2286	
18	12.9709	
18.25	13.1888	
18.5	13.4709	
18.75	13.6432	
19	13.9738	
19.25	14.1043	
19.5	14.1043	
19.75	13.511	
20	12.9973	
20.25	13.5665	
20.5	13.9804	
20.75	13.705	
21	13.8135	
21.25	13.3104	
21.5	12.5385	
21.75	12.7296	
22	12.7296	
22.25	12.7296	
22.5	12.541	
22.75	12.7682	
23	11.9048	
23.25	11.2869	
23.5	11.2869	
23.75	11.0796	
24	10.372	
24.25	10.372	
24.5	9.67178	
24.75	9.67178	
25	9.49136	
25.25	9.27609	
25.5	9.27609	
25.75	8.37137	
26	8.53751	
26.25	6.5929	
26.5	6.16632	
26.75	6.16632	
27	6.08951	
27.25	6.08951	
27.5	6.72189	
27.75	6.65143	
28	6.82114	
28.25	6.30228	
28.5	6.25018	
28.75	6.83539	
29	7.33282	
29.25	6.94113	
29.5	6.64566	
29.75	7.47626	
30	7.38589	
30.25	6.9585	
30.5	6.93863	
30.75	7.20108	
31	7.32993	
31.25	6.81473	
31.5	6.37897	
31.75	6.67288	
32	6.3335	
32.25	6.10336	
32.5	5.58691	
32.75	5.93631	
33	6.26788	
33.25	5.83109	
33.5	5.83109	
33.75	5.1958	
34	6.04996	
34.25	5.44345	
34.5	4.66147	
34.75	5.45834	
35	5.51242	
35.25	5.3457	
35.5	4.58569	
35.75	4.36707	
36	4.10211	
36.25	3.95618	
36.5	4.76526	
36.75	3.94666	
37	3.94666	
37.25	4.69818	
37.5	4.14511	
37.75	2.88705	
38	3.23718	
38.25	3.33905	
38.5	2.75467	
38.75	3.46783	
39	2.80997	
39.25	2.80997	
39.5	2.16116	
39.75	2.16116	
40	2.24615	
40.25	1.78683	
40.5	1.78683	
40.75	2.19846	
41	2.16803	
41.25	1.37311	
41.5	1.45563	
41.75	1.90546	
42	0.473389	
42.25	0.473389	
42.5	0.95874	
42.75	0.916046	
43	0.797455	
43.25	0.674744	
43.5	0.674744	
43.75	0.674744	
44	0.890991	
44.25	0.616791	
44.5	1.35336	
44.75	0.611176	
45	0.176697	
45.25	0.337982	
45.5	0.474396	
45.75	1.0733	
46	1.0733	
46.25	0.21991	
46.5	1.22443	
46.75	0.662079	
47	1.58435	
47.25	0.881958	
47.5	1.12375	
47.75	0.526764	
48	0.522766	
48.25	1.65085	
48.5	1.21741	
48.75	1.48227	
49	2.22839	
49.25	1.27316	
49.5	0.672089	
49.75	3.91769	
50	1.66025	
50.25	3.79141	
50.5	1.1051	
50.75	3.30829	
51	3.94153	
51.25	2.13153	
51.5	4.26086	
51.75	4.01782	
52	5.49728	
52.25	1.2645	
52.5	3.78589	
52.75	3.3541	
53	5.06479	
53.25	1.69086	
53.5	1.69086	
53.75	3.53748	
54	4.35083	
54.25	2.76886	
54.5	1.55728	
54.75	2.5882	
55	3.96304	
55.25	2.25513	
55.5	3.30405	
55.75	5.42426	
56	0.523163	
56.25	4.09015	
56.5	2.20908	
56.75	5.63565	
57	2.39713	
57.25	3.54321	
57.5	3.68762	
57.75	3.6153	
58	4.6954	
58.25	3.61514	
58.5	3.48615	
58.75	5.3154	
59	4.48093	
59.25	5.13379	
59.5	2.35327	
59.75	3.20724	
60	3.0256	
60.25	2.18478	
60.5	3.32922	
60.75	4.28333	
61	4.36426	
61.25	1.27411	
61.5	3.23477	
61.75	2.83365	
62	2.83365	
62.25	2.75525	
62.5	2.45599	
62.75	2.49261	
63	2.9516	
63.25	1.88324	
63.5	1.88324	
63.75	1.90857	
64	2.52136	
64.25	3.96503	
64.5	3.12299	
64.75	3.68921	
65	1.19824	
65.25	3.58145	
65.5	3.05984	
65.75	3.05984	
66	2.6673	
66.25	2.31018	
66.5	3.66779	
66.75	2.45377	
67	2.9487	
67.25	3.88309	
67.5	3.05093	
67.75	3.93872	
68	3.18063	
68.25	3.22372	
68.5	3.74683	
68.75	3.12375	
69	3.26608	
69.25	2.3161	
69.5	3.15073	
69.75	3.61438	
70	3.58044	
70.25	2.6427	
70.5	3.68643	
70.75	2.88858	
71	3.27026	
71.25	2.68549	
71.5	4.0079	
71.75	2.43698	
72	3.42068	
72.25	2.81543	
72.5	3.70319	
72.75	2.10977	
73	4.49603	
73.25	2.57825	
73.5	3.15082	
73.75	2.59534	
74	2.8775	
74.25	3.66678	
74.5	3.50671	
74.75	4.14938	
75	3.50394	
75.25	3.29816	
75.5	3.78186	
75.75	4.64343	
76	4.28827	
76.25	4.15695	
76.5	3.6004	
76.75	4.37683	
77	4.77051	
77.25	3.88635	
77.5	4.08316	
77.75	4.17163	
78	4.58804	
78.25	5.3515	
78.5	3.92181	
78.75	3.55234	
79	4.37784	
79.25	4.66766	
79.5	3.31189	
79.75	5.2468	
80	3.7843	
80.25	3.89917	
80.5	5.50012	
80.75	5.30087	
81	5.26694	
81.25	3.72919	
81.5	4.09726	
81.75	4.17038	
82	4.85928	
82.25	5.24097	
82.5	4.80719	
82.75	4.85098	
83	4.49292	
83.25	5.05319	
83.5	4.59583	
83.75	4.4762	
84	4.81836	
84.25	5.38272	
84.5	5.0679	
84.75	5.19574	
85	4.61948	
85.25	4.88754	
85.5	5.27655	
85.75	4.91583	
86	4.34409	
86.25	4.00766	
86.5	4.66483	
86.75	5.57126	
87	3.65903	
87.25	4.38516	
87.5	5.39676	
87.75	4.68536	
88	4.11893	
88.25	3.89713	
88.5	5.10452	
88.75	4.92664	
89	4.63495	
89.25	4.52444	
89.5	4.65939	
89.75	5.46329	
90	5.10974	
90.25	5.14676	
90.5	5.14676	
90.75	5.4205	
91	5.3172	
91.25	5.22644	
91.5	5.32401	
91.75	5.45569	
92	4.91156	
92.25	4.54068	
92.5	5.48013	
92.75	4.50815	
93	5.20407	
93.25	4.27161	
