692.000000,1655.000000
692.000000,1432.000000
692.000000,2776.000000
689.000000,3373.000000
689.000000,3242.000000
689.000000,3004.000000
688.000000,3265.000000
525.000000,3306.000000
-233.000000,3219.000000
-231.000000,3044.000000
-231.000000,3303.000000
-231.000000,3590.000000
-230.000000,1665.000000
-229.000000,1545.000000
-230.000000,1585.000000
-229.000000,1687.000000
-228.000000,1421.000000
-226.000000,1283.000000
-228.000000,3176.000000
-228.000000,3256.000000
-226.000000,2929.000000
-224.000000,3275.000000
-227.000000,2084.000000
-226.000000,1579.000000
-224.000000,1431.000000
-225.000000,1549.000000
-225.000000,1719.000000
206.000000,1366.000000
698.000000,1293.000000
696.000000,1651.000000
694.000000,3278.000000
694.000000,2739.000000
531.000000,3159.000000
-228.000000,3418.000000
204.000000,3222.000000
694.000000,3154.000000
694.000000,3041.000000
528.000000,3538.000000
-228.000000,3313.000000
-226.000000,2861.000000
204.000000,3444.000000
692.000000,3492.000000
692.000000,3109.000000
691.000000,3069.000000
689.000000,3402.000000
689.000000,3375.000000
527.000000,3024.000000
-231.000000,3108.000000
-229.000000,3505.000000
-230.000000,3452.000000
-228.000000,1458.000000
-228.000000,1718.000000
-229.000000,1789.000000
-226.000000,1397.000000
203.000000,1477.000000
693.000000,2903.000000
691.000000,3329.000000
690.000000,1834.000000
690.000000,1312.000000
690.000000,1850.000000
689.000000,2967.000000
688.000000,2950.000000
687.000000,3200.000000
687.000000,1962.000000
687.000000,1575.000000
687.000000,1387.000000
685.000000,1563.000000
685.000000,1628.000000
684.000000,1636.000000
684.000000,2553.000000
683.000000,3312.000000
519.000000,3310.000000
-236.000000,2996.000000
-236.000000,3282.000000
-235.000000,3187.000000
-236.000000,3271.000000
-235.000000,3265.000000
196.000000,1769.000000
686.000000,1853.000000
685.000000,1533.000000
685.000000,1425.000000
684.000000,1540.000000
520.000000,1570.000000
-238.000000,1442.000000
195.000000,1496.000000
684.000000,1587.000000
683.000000,1418.000000
681.000000,1600.000000
682.000000,1410.000000
681.000000,1582.000000
679.000000,1501.000000
680.000000,1436.000000
679.000000,1566.000000
517.000000,1518.000000
-241.000000,2842.000000
-239.000000,3155.000000
-238.000000,3141.000000
-238.000000,3473.000000
-238.000000,3101.000000
-237.000000,3056.000000
-236.000000,1925.000000
-236.000000,1699.000000
-235.000000,1588.000000
-235.000000,1301.000000
-234.000000,1623.000000
-234.000000,3029.000000
196.000000,3116.000000
522.000000,1588.000000
-235.000000,1719.000000
-234.000000,1687.000000
-234.000000,1349.000000
-233.000000,1376.000000
-233.000000,1595.000000
197.000000,1581.000000
688.000000,1497.000000
687.000000,1318.000000
685.000000,3213.000000
521.000000,3037.000000
-235.000000,2994.000000
-235.000000,3296.000000
-233.000000,3208.000000
-234.000000,3330.000000
197.000000,3058.000000
688.000000,3216.000000
686.000000,3387.000000
685.000000,3212.000000
686.000000,3067.000000
684.000000,3327.000000
683.000000,3288.000000
521.000000,1802.000000
-237.000000,2894.000000
-237.000000,3212.000000
-236.000000,3267.000000
-234.000000,3300.000000
-234.000000,3004.000000
-234.000000,3419.000000
-234.000000,1867.000000
-232.000000,1413.000000
-233.000000,1642.000000
-233.000000,1520.000000
-232.000000,2976.000000
-231.000000,3048.000000
-232.000000,3064.000000
-231.000000,3412.000000
200.000000,3218.000000
526.000000,1690.000000
-231.000000,1703.000000
-230.000000,1588.000000
-229.000000,1383.000000
-230.000000,1468.000000
200.000000,1555.000000
691.000000,1522.000000
690.000000,2930.000000
688.000000,2956.000000
688.000000,3427.000000
687.000000,3148.000000
687.000000,3072.000000
685.000000,3384.000000
687.000000,3258.000000
686.000000,3095.000000
684.000000,3271.000000
683.000000,3183.000000
684.000000,3380.000000
683.000000,3150.000000
682.000000,3251.000000
681.000000,3355.000000
681.000000,3055.000000
681.000000,1823.000000
679.000000,3011.000000
679.000000,3314.000000
677.000000,3000.000000
677.000000,3445.000000
514.000000,3214.000000
-243.000000,1787.000000
-243.000000,1584.000000
-240.000000,1561.000000
-240.000000,1655.000000
-240.000000,1323.000000
-240.000000,1485.000000
-238.000000,1716.000000
-237.000000,1365.000000
-238.000000,1405.000000
193.000000,1680.000000
683.000000,1622.000000
682.000000,1383.000000
680.000000,1356.000000
680.000000,1586.000000
680.000000,1535.000000
678.000000,1570.000000
678.000000,1355.000000
678.000000,1615.000000
678.000000,1460.000000
676.000000,1582.000000
676.000000,1492.000000
677.000000,1386.000000
512.000000,2947.000000
-244.000000,3241.000000
186.000000,3133.000000
677.000000,3070.000000
676.000000,3239.000000
675.000000,3461.000000
674.000000,3170.000000
673.000000,3023.000000
672.000000,3376.000000
508.000000,3262.000000
-247.000000,1828.000000
-246.000000,1452.000000
-246.000000,1770.000000
-246.000000,1487.000000
-245.000000,1465.000000
-243.000000,1466.000000
-243.000000,1710.000000
185.000000,1441.000000
514.000000,1342.000000
-243.000000,1646.000000
-242.000000,1521.000000
-242.000000,1396.000000
-241.000000,1501.000000
-240.000000,2941.000000
-240.000000,3278.000000
-241.000000,1717.000000
-238.000000,1496.000000
-238.000000,1709.000000
-238.000000,1512.000000
-238.000000,1463.000000
-237.000000,1440.000000
-237.000000,1611.000000
-238.000000,2898.000000
-237.000000,3121.000000
-235.000000,3039.000000
-235.000000,3423.000000
-236.000000,3241.000000
-234.000000,3064.000000
-234.000000,3184.000000
-235.000000,3404.000000
196.000000,1860.000000
687.000000,2957.000000
685.000000,3063.000000
684.000000,3508.000000
683.000000,3214.000000
683.000000,2921.000000
682.000000,3405.000000
680.000000,3307.000000
518.000000,3234.000000
-239.000000,3001.000000
191.000000,3318.000000
680.000000,3402.000000
681.000000,3195.000000
680.000000,3049.000000
679.000000,3497.000000
676.000000,3430.000000
678.000000,2876.000000
677.000000,3310.000000
676.000000,3436.000000
677.000000,3183.000000
676.000000,3185.000000
675.000000,3119.000000
674.000000,3534.000000
512.000000,1843.000000
-245.000000,1311.000000
-245.000000,1780.000000
-244.000000,1679.000000
-243.000000,1333.000000
188.000000,1434.000000
677.000000,1629.000000
675.000000,1556.000000
675.000000,2846.000000
674.000000,3070.000000
511.000000,1960.000000
183.000000,1682.000000
675.000000,1228.000000
673.000000,1608.000000
672.000000,1702.000000
672.000000,1374.000000
672.000000,1399.000000
670.000000,1539.000000
506.000000,1621.000000
-250.000000,1570.000000
-248.000000,1252.000000
-247.000000,1699.000000
181.000000,1562.000000
673.000000,2739.000000
671.000000,3060.000000
671.000000,3318.000000
670.000000,3295.000000
671.000000,3146.000000
669.000000,1833.000000
669.000000,1737.000000
668.000000,1645.000000
669.000000,1305.000000
504.000000,1605.000000
-253.000000,3077.000000
-251.000000,1716.000000
-250.000000,1364.000000
-250.000000,1567.000000
-250.000000,1609.000000
182.000000,1600.000000
672.000000,1212.000000
669.000000,1729.000000
668.000000,2935.000000
669.000000,2965.000000
504.000000,3177.000000
-252.000000,3340.000000
-251.000000,1883.000000
-250.000000,1495.000000
-250.000000,1545.000000
-249.000000,1713.000000
-249.000000,1484.000000
-248.000000,1358.000000
-248.000000,1596.000000
-247.000000,1704.000000
183.000000,1302.000000
673.000000,1438.000000
672.000000,3023.000000
671.000000,3177.000000
670.000000,3230.000000
670.000000,3090.000000
670.000000,3480.000000
668.000000,3146.000000
506.000000,1749.000000
-251.000000,1731.000000
-250.000000,1626.000000
-250.000000,1481.000000
-249.000000,1441.000000
-248.000000,2947.000000
-248.000000,3235.000000
-248.000000,3151.000000
-246.000000,3156.000000
-246.000000,3378.000000
182.000000,3194.000000
674.000000,3164.000000
672.000000,3286.000000
509.000000,3147.000000
-250.000000,3315.000000
-248.000000,1981.000000
-246.000000,1493.000000
-246.000000,1588.000000
183.000000,1599.000000
511.000000,1409.000000
-246.000000,1687.000000
-246.000000,1398.000000
-245.000000,1603.000000
-244.000000,2834.000000
-244.000000,3011.000000
-245.000000,3412.000000
-244.000000,3299.000000
-242.000000,3042.000000
-242.000000,3343.000000
-243.000000,3377.000000
189.000000,3110.000000
680.000000,3186.000000
677.000000,3350.000000
676.000000,1956.000000
676.000000,1634.000000
675.000000,1315.000000
674.000000,3209.000000
672.000000,3322.000000
674.000000,2878.000000
672.000000,3416.000000
671.000000,3310.000000
671.000000,1877.000000
671.000000,2788.000000
669.000000,3196.000000
668.000000,3470.000000
505.000000,3193.000000
-251.000000,2978.000000
-250.000000,3438.000000
-250.000000,3358.000000
-249.000000,3074.000000
182.000000,3183.000000
671.000000,3436.000000
670.000000,3169.000000
669.000000,1759.000000
506.000000,1516.000000
-251.000000,1735.000000
-251.000000,1668.000000
-249.000000,1169.000000
-249.000000,1747.000000
-249.000000,1498.000000
-248.000000,1361.000000
-247.000000,1511.000000
-246.000000,1464.000000
-246.000000,1660.000000
-246.000000,1453.000000
186.000000,1375.000000
675.000000,1583.000000
673.000000,1606.000000
673.000000,2793.000000
673.000000,3024.000000
508.000000,3285.000000
-249.000000,3072.000000
-247.000000,3171.000000
-247.000000,1779.000000
-247.000000,1657.000000
183.000000,1711.000000
675.000000,1286.000000
673.000000,2930.000000
671.000000,3303.000000
671.000000,3025.000000
671.000000,3241.000000
669.000000,3158.000000
505.000000,3368.000000
-251.000000,3101.000000
-249.000000,3052.000000
-250.000000,3376.000000
181.000000,3396.000000
672.000000,3105.000000
671.000000,1811.000000
668.000000,1777.000000
669.000000,1555.000000
668.000000,1349.000000
668.000000,1619.000000
666.000000,2989.000000
503.000000,3233.000000
-252.000000,2956.000000
178.000000,3334.000000
667.000000,3496.000000
668.000000,1594.000000
666.000000,1689.000000
502.000000,1593.000000
-254.000000,1648.000000
-253.000000,1289.000000
-252.000000,1474.000000
-253.000000,1721.000000
179.000000,2946.000000
669.000000,2960.000000
668.000000,3244.000000
